-650 -221 400 172 0 0
-650 -221 352 172 0 0
-643 -221 346 172 0 0
-636 -221 340 172 0 0
-628 -221 334 172 0 0
-621 -221 329 172 0 0
-614 -221 323 172 0 0
-606 -221 317 172 0 0
-599 -221 311 172 0 0
-592 -221 306 172 0 0
-584 -221 300 172 0 0
-577 -221 294 172 0 0
-569 -221 288 172 0 0
-562 -221 283 172 0 0
-555 -221 277 172 0 0
-547 -221 271 172 0 0
-540 -221 266 172 0 0
-533 -221 260 172 0 0
-525 -221 254 172 0 0
-518 -221 248 172 0 0
-511 -221 243 172 0 0
-503 -221 237 172 0 0
-496 -221 231 172 0 0
-488 -221 225 172 0 0
-481 -221 220 172 0 0
-474 -221 214 172 0 0
-466 -221 208 172 0 0
-459 -221 202 172 0 0
-452 -221 197 172 0 0
-444 -221 191 172 0 0
-437 -221 185 172 0 0
-429 -221 180 172 0 0
-422 -221 174 172 0 0
-415 -221 168 172 0 0
-407 -221 162 172 0 0
-400 -221 157 172 0 0
-393 -221 151 172 0 0
-385 -221 145 172 0 0
-378 -221 139 172 0 0
-371 -221 134 172 0 0
-363 -221 128 172 0 0
-356 -221 122 172 0 0
-348 -221 116 172 0 0
-341 -221 111 172 0 0
-334 -221 105 172 0 0
-326 -221 99 172 0 0
-319 -221 94 172 0 0
-312 -221 88 172 0 0
-304 -221 82 172 0 0
-297 -221 76 172 0 0
-290 -221 71 172 0 0
-282 -221 65 172 0 0
-275 -221 59 172 0 0
-267 -221 53 172 0 0
-260 -221 48 172 0 0
-253 -221 42 172 0 0
-245 -221 36 172 0 0
-238 -221 30 172 0 0
-231 -221 25 172 0 0
-223 -221 19 172 0 0
-650 -207 353 146 0 0
-650 -219 352 192 0 0
-650 -219 351 192 0 0
-643 -219 344 192 0 0
-636 -219 338 192 0 0
-629 -219 331 192 0 0
-621 -219 325 192 0 0
-614 -219 319 192 0 0
-607 -219 312 192 0 0
-599 -219 306 192 0 0
-592 -219 299 192 0 0
-585 -219 293 192 0 0
-578 -219 287 192 0 0
-570 -219 280 192 0 0
-563 -219 274 192 0 0
-556 -219 267 192 0 0
-548 -219 261 192 0 0
-541 -219 255 192 0 0
-534 -219 248 192 0 0
-526 -219 242 192 0 0
-519 -219 235 192 0 0
-512 -219 229 192 0 0
-505 -219 223 192 0 0
-497 -219 216 192 0 0
-490 -219 210 192 0 0
-483 -219 203 192 0 0
-475 -219 197 192 0 0
-468 -219 191 192 0 0
-461 -219 184 192 0 0
-453 -219 178 192 0 0
-446 -219 171 192 0 0
-439 -219 165 192 0 0
-432 -219 159 192 0 0
-424 -219 152 192 0 0
-417 -219 146 192 0 0
-405 -219 139 192 0 1
-392 -219 133 192 0 1
-380 -219 127 192 0 1
-368 -219 120 192 0 1
-355 -219 114 192 0 1
-343 -219 107 192 0 1
-331 -219 101 192 0 1
-319 -219 95 192 0 1
-306 -219 88 192 0 1
-294 -219 82 192 0 1
-287 -219 75 192 0 1
-279 -219 69 192 0 1
-272 -219 63 192 0 1
-265 -219 56 192 0 1
-257 -219 50 192 0 1
-250 -219 43 192 0 1
-243 -219 37 192 0 1
-236 -219 31 192 0 1
-228 -219 24 192 0 1
-221 -219 18 192 0 1
-214 -219 11 192 0 1
-206 -219 5 192 0 1
-199 -219 -1 192 0 1
-192 -219 -8 192 0 1
-184 -219 -14 192 0 1
-177 -219 -21 192 0 1
-170 -219 -27 192 0 1
-163 -219 347 169 0 0
-160 -219 347 169 0 0
-158 -219 341 169 0 0
-156 -219 336 169 0 0
-153 -219 330 169 0 0
-151 -219 324 169 0 0
-149 -219 319 169 0 0
-146 -219 313 169 0 0
-144 -219 307 169 0 0
-142 -219 302 169 0 0
-140 -219 296 169 0 0
-132 -219 291 169 0 0
-125 -219 285 169 0 0
-118 -219 279 169 0 0
-110 -219 274 169 0 0
-103 -219 268 169 0 0
-96 -219 262 169 0 0
-88 -219 257 169 1 0
-76 -219 243 169 1 1
-64 -219 230 169 1 1
-52 -219 218 169 1 1
-39 -219 207 169 1 1
-27 -219 197 169 1 1
-15 -219 188 169 1 1
-2 -219 179 169 1 1
10 -219 172 169 1 1
22 -219 165 169 1 1
35 -219 159 169 1 1
42 -219 154 169 1 1
49 -219 151 169 1 1
56 -219 147 169 1 1
64 -219 145 169 1 1
71 -219 144 169 1 1
78 -219 144 169 1 1
86 -219 144 169 1 1
93 -219 145 169 1 1
100 -219 148 169 0 1
-600 -289 144 169 0 1
-600 -289 138 169 0 1
-591 -289 133 169 0 1
-581 -289 127 169 0 1
-572 -289 122 169 1 1
-562 -289 108 169 1 1
-552 -289 95 169 1 1
-543 -289 83 169 1 1
-533 -289 72 169 1 1
-523 -289 62 169 1 1
-514 -289 52 169 1 1
-504 -289 44 169 1 1
-495 -289 37 169 1 1
-485 -289 30 169 1 1
-475 -289 24 169 1 1
-466 -289 19 169 1 1
-456 -289 15 169 1 1
-446 -289 12 169 1 1
-437 -289 10 169 1 1
-427 -289 9 169 1 1
-417 -289 8 169 1 1
-408 -289 9 169 1 1
-398 -289 10 169 1 1
-389 -289 12 169 0 1
-379 -289 9 169 0 1
-369 -289 3 169 0 1
-360 -289 -2 169 0 1
-350 -289 -8 169 0 1
-340 -289 -14 169 0 1
-331 -289 -19 169 0 1
-321 -289 -25 169 0 1
-312 -289 -31 169 0 1
-302 -289 351 178 0 1
-292 -289 351 178 0 1
-283 -289 345 178 0 0
-278 -289 339 178 0 0
-273 -289 333 178 0 0
-269 -289 327 178 0 0
-264 -289 321 178 0 0
-259 -289 315 178 0 0
-255 -289 309 178 0 0
-250 -289 303 178 0 0
-246 -289 297 178 0 0
-241 -289 291 178 0 0
-236 -289 285 178 0 0
-227 -289 279 178 0 0
-217 -289 273 178 0 0
-207 -289 267 178 0 0
-198 -289 262 178 0 0
-188 -289 256 178 0 0
-178 -289 250 178 0 0
-169 -289 244 178 0 0
-159 -289 238 178 0 0
-150 -289 232 178 0 0
-140 -289 226 178 0 0
-130 -289 220 178 0 0
-121 -289 214 178 0 0
-111 -289 208 178 0 0
-96 -289 202 178 1 1
-82 -289 188 178 1 1
-67 -289 175 178 1 1
-53 -289 163 178 1 1
-38 -289 151 178 1 1
-23 -289 141 178 1 1
-9 -289 131 178 1 1
6 -289 123 178 1 1
21 -289 115 178 1 1
35 -289 108 178 1 1
45 -289 102 178 1 1
55 -289 97 178 1 1
64 -289 92 178 1 1
74 -289 89 178 1 1
83 -289 86 178 1 1
93 -289 85 178 1 1
100 -289 84 178 1 1
-600 -304 84 178 1 1
-600 -304 79 178 1 1
-590 -304 75 178 1 1
-580 -304 72 178 1 1
-570 -304 69 178 1 1
-560 -304 68 178 0 1
-550 -304 66 178 0 1
-540 -304 60 178 1 1
-530 -304 46 178 1 1
-519 -304 33 178 1 1
-509 -304 20 178 1 1
-499 -304 9 178 1 1
-489 -304 -2 178 1 1
-479 -304 -11 178 1 1
-469 -304 -20 178 1 1
-459 -304 -28 178 1 1
-449 -304 -35 178 1 1
-438 -304 -41 178 1 1
-428 -304 -46 178 1 1
-418 -304 -50 178 1 1
-408 -304 -53 178 1 1
-398 -304 -56 178 1 1
-388 -304 -58 178 1 1
-378 -304 326 198 1 1
-367 -304 327 198 1 1
-357 -304 322 198 1 1
-347 -304 318 198 1 0
-342 -304 315 198 1 0
-337 -304 313 198 1 0
-332 -304 312 198 0 0
-327 -304 310 198 0 0
-322 -304 303 198 0 0
-316 -304 296 198 0 0
-311 -304 290 198 0 0
-306 -304 283 198 0 0
-301 -304 277 198 0 0
-296 -304 270 198 0 0
-286 -304 263 198 0 0
-276 -304 257 198 0 0
-265 -304 250 198 0 0
-255 -304 244 198 0 0
-245 -304 237 198 0 0
-235 -304 230 198 0 0
-225 -304 224 198 0 0
-215 -304 217 198 0 0
-205 -304 211 198 0 0
-195 -304 204 198 0 0
-184 -304 197 198 0 0
-174 -304 191 198 0 0
-164 -304 184 198 0 0
-154 -304 178 198 0 0
-144 -304 171 198 0 0
-134 -304 164 198 0 0
-124 -304 158 198 1 0
-108 -304 143 198 1 1
-93 -304 129 198 1 1
-78 -304 116 198 1 1
-63 -304 104 198 1 1
-48 -304 93 198 1 1
-33 -304 83 198 1 1
-18 -304 74 198 1 1
-3 -304 65 198 1 1
13 -304 57 198 1 1
28 -304 51 198 1 1
38 -304 45 198 1 1
48 -304 40 198 1 1
58 -304 36 198 1 1
68 -304 33 198 1 1
78 -304 30 198 1 1
89 -304 29 198 1 1
99 -304 29 198 1 1
100 -304 29 198 1 1
-600 -295 30 198 1 1
-600 -295 25 198 0 1
-591 -295 19 198 0 1
-581 -295 13 198 1 1
-571 -295 -2 198 1 1
-561 -295 -16 198 1 1
-551 -295 -29 198 1 1
-541 -295 -41 198 1 1
-532 -295 -52 198 1 1
-522 -295 -62 198 1 1
-512 -295 309 192 1 1
-502 -295 310 192 1 1
-492 -295 305 192 1 1
-482 -295 301 192 1 1
-473 -295 299 192 1 1
-463 -295 297 192 1 1
-453 -295 296 192 1 0
-448 -295 295 192 1 0
-443 -295 296 192 0 0
-438 -295 296 192 0 0
-434 -295 289 192 0 0
-429 -295 283 192 0 0
-424 -295 277 192 0 0
-419 -295 270 192 0 0
-414 -295 264 192 0 0
-409 -295 257 192 0 0
-405 -295 251 192 0 0
-395 -295 245 192 0 0
-385 -295 238 192 0 0
-375 -295 232 192 0 0
-365 -295 225 192 0 0
-355 -295 219 192 0 0
-346 -295 213 192 0 0
-336 -295 206 192 0 0
-326 -295 200 192 0 0
-316 -295 193 192 0 0
-306 -295 187 192 0 0
-296 -295 181 192 0 0
-287 -295 174 192 0 0
-277 -295 168 192 0 0
-267 -295 161 192 0 0
-257 -295 155 192 0 0
-247 -295 149 192 0 0
-232 -295 142 192 0 1
-218 -295 136 192 0 1
-203 -295 129 192 0 1
-188 -295 123 192 0 1
-173 -295 117 192 0 1
-158 -295 110 192 0 1
-143 -295 104 192 0 1
-129 -295 97 192 0 1
-114 -295 91 192 0 1
-99 -295 85 192 0 1
-89 -295 78 192 0 1
-79 -295 72 192 1 1
-69 -295 57 192 1 1
-60 -295 44 192 1 1
-50 -295 31 192 1 1
-40 -295 19 192 1 1
-30 -295 8 192 1 1
-20 -295 -2 192 1 1
-10 -295 -11 192 1 1
-1 -295 -19 192 1 1
9 -295 -27 192 1 1
19 -295 -33 192 1 1
29 -295 -39 192 1 1
39 -295 -44 192 1 1
49 -295 -48 192 1 1
58 -295 -50 192 1 1
68 -295 -53 192 1 1
78 -295 -54 192 1 1
88 -295 334 115 1 0
93 -295 335 115 1 0
90 -295 332 115 1 0
-615 -200 331 115 1 0
-620 -200 328 115 1 0
-619 -200 326 115 1 0
-617 -200 325 115 1 0
-616 -200 325 115 0 0
-614 -200 324 115 0 0
-612 -200 320 115 0 0
-611 -200 316 115 0 0
-604 -200 312 115 0 0
-597 -200 308 115 0 0
-591 -200 305 115 0 0
-584 -200 301 115 0 0
-577 -200 297 115 0 0
-571 -200 293 115 0 0
-564 -200 289 115 0 0
-557 -200 285 115 0 0
-551 -200 282 115 0 0
-544 -200 278 115 0 0
-537 -200 274 115 0 0
-531 -200 270 115 0 0
-524 -200 266 115 0 0
-517 -200 262 115 0 0
-511 -200 259 115 0 0
-504 -200 255 115 0 0
-497 -200 251 115 0 0
-491 -200 247 115 0 0
-484 -200 243 115 0 0
-477 -200 239 115 0 0
-471 -200 236 115 0 0
-464 -200 232 115 0 0
-457 -200 228 115 0 0
-451 -200 224 115 0 0
-444 -200 220 115 0 0
-437 -200 216 115 0 0
-431 -200 213 115 0 0
-424 -200 209 115 0 0
-417 -200 205 115 0 0
-411 -200 201 115 0 0
-404 -200 197 115 0 0
-397 -200 193 115 0 0
-391 -200 190 115 0 0
-384 -200 186 115 0 0
-377 -200 182 115 0 0
-371 -200 178 115 0 0
-364 -200 174 115 0 0
-357 -200 170 115 0 0
-351 -200 167 115 0 0
-344 -200 163 115 0 0
-337 -200 159 115 0 0
-331 -200 155 115 0 0
-324 -200 151 115 0 0
-317 -200 147 115 0 0
-311 -200 144 115 0 0
-304 -200 140 115 0 0
-297 -200 136 115 0 0
-291 -200 132 115 0 0
-284 -200 128 115 0 0
-277 -200 124 115 0 0
-271 -200 121 115 0 0
-264 -200 117 115 0 0
-252 -200 113 115 0 1
-241 -200 109 115 0 1
-229 -200 105 115 0 1
-217 -200 101 115 0 1
-206 -200 98 115 0 1
-194 -200 94 115 0 1
-182 -200 90 115 0 1
-171 -200 86 115 0 1
-159 -200 82 115 0 1
-147 -200 78 115 0 1
-141 -200 75 115 0 1
-134 -200 71 115 0 1
-127 -200 67 115 0 1
-121 -200 63 115 0 1
-114 -200 59 115 0 1
-107 -200 55 115 0 1
-101 -200 52 115 0 1
-94 -200 48 115 0 1
-87 -200 44 115 0 1
-81 -200 40 115 0 1
-74 -200 36 115 0 1
-67 -200 32 115 0 1
-61 -200 29 115 1 1
-54 -200 17 115 1 1
-47 -200 6 115 1 1
-41 -200 -5 115 1 1
-34 -200 -14 115 1 1
-27 -200 -22 115 1 1
-21 -200 -30 115 1 1
-14 -200 -36 115 1 1
-7 -200 -42 115 1 1
-1 -200 -47 115 1 1
6 -200 -51 115 1 1
13 -200 -54 115 1 1
19 -200 -56 115 1 1
26 -200 -57 115 1 1
33 -200 -58 115 1 1
39 -200 -57 115 1 1
46 -200 326 152 1 1
53 -200 327 152 1 1
59 -200 323 152 1 1
66 -200 321 152 1 1
73 -200 319 152 1 1
79 -200 319 152 1 1
86 -200 319 152 0 1
93 -200 318 152 0 1
99 -200 313 152 1 1
100 -200 300 152 1 1
-600 -182 288 152 1 1
-600 -182 284 152 1 1
-594 -182 280 152 1 1
-588 -182 278 152 1 1
-582 -182 277 152 1 1
-576 -182 276 152 0 1
-570 -182 273 152 0 1
-564 -182 268 152 0 0
-563 -182 263 152 0 0
-562 -182 258 152 0 0
-561 -182 253 152 0 0
-560 -182 248 152 0 0
-559 -182 242 152 0 0
-558 -182 237 152 0 0
-557 -182 232 152 0 0
-556 -182 227 152 0 0
-554 -182 222 152 0 0
-553 -182 217 152 0 0
-547 -182 212 152 0 0
-541 -182 207 152 0 0
-535 -182 202 152 0 0
-529 -182 197 152 0 0
-523 -182 192 152 0 0
-517 -182 187 152 0 0
-511 -182 182 152 0 0
-505 -182 177 152 0 0
-499 -182 172 152 0 0
-493 -182 166 152 0 0
-487 -182 161 152 0 0
-481 -182 156 152 0 0
-475 -182 151 152 0 0
-468 -182 146 152 0 0
-462 -182 141 152 0 0
-456 -182 136 152 0 0
-450 -182 131 152 0 0
-444 -182 126 152 0 0
-438 -182 121 152 0 0
-432 -182 116 152 0 0
-426 -182 111 152 0 0
-420 -182 106 152 0 0
-414 -182 101 152 0 0
-408 -182 96 152 0 0
-397 -182 90 152 0 1
-386 -182 85 152 0 1
-375 -182 80 152 0 1
-364 -182 75 152 0 1
-352 -182 70 152 0 1
-341 -182 65 152 0 1
-330 -182 60 152 0 1
-319 -182 55 152 0 1
-308 -182 50 152 0 1
-297 -182 45 152 0 1
-291 -182 40 152 0 1
-285 -182 35 152 0 1
-279 -182 30 152 0 1
-273 -182 25 152 0 1
-267 -182 20 152 0 1
-261 -182 14 152 0 1
-255 -182 9 152 0 1
-249 -182 4 152 0 1
-243 -182 -1 152 0 1
-236 -182 -6 152 0 1
-230 -182 -11 152 0 1
-224 -182 -16 152 0 1
-218 -182 -21 152 0 1
-212 -182 -26 152 0 1
-206 -182 -31 152 0 1
-200 -182 351 146 0 1
-194 -182 351 146 0 1
-188 -182 346 146 0 0
-187 -182 341 146 0 0
-186 -182 337 146 0 0
-185 -182 332 146 0 0
-184 -182 327 146 0 0
-183 -182 322 146 0 0
-182 -182 317 146 0 0
-180 -182 312 146 0 0
-179 -182 307 146 0 0
-178 -182 302 146 0 0
-177 -182 298 146 0 0
-171 -182 293 146 0 0
-165 -182 288 146 0 0
-159 -182 283 146 0 0
-153 -182 278 146 0 0
-147 -182 273 146 0 0
-141 -182 268 146 0 0
-135 -182 264 146 0 0
-129 -182 259 146 0 0
-123 -182 254 146 0 0
-117 -182 249 146 0 0
-111 -182 244 146 0 0
-104 -182 239 146 1 0
-98 -182 226 146 1 0
-92 -182 214 146 1 0
-86 -182 203 146 1 0
-80 -182 193 146 1 0
-74 -182 183 146 1 0
-68 -182 175 146 1 0
-57 -182 167 146 1 1
-46 -182 160 146 1 1
-35 -182 154 146 1 1
-24 -182 149 146 1 1
-13 -182 145 146 1 1
-2 -182 142 146 1 1
9 -182 140 146 1 1
20 -182 138 146 1 1
32 -182 138 146 1 1
43 -182 138 146 1 1
49 -182 139 146 1 1
55 -182 142 146 1 1
61 -182 145 146 0 1
67 -182 142 146 0 1
73 -182 137 146 0 1
79 -182 132 146 0 1
85 -182 127 146 0 1
91 -182 122 146 0 1
97 -182 118 146 1 1
100 -182 105 146 1 1
-600 -234 92 146 1 1
-600 -234 88 146 1 1
-593 -234 85 146 1 1
-585 -234 83 146 1 1
